,Zoning_Class,Lot_Extent,Lot_Size,Road_Type,Property_Shape,Land_Outline,Utility_Type,Lot_Configuration,Property_Slope,Neighborhood,Condition1,Condition2,House_Type,House_Design,Overall_Material,Construction_Year,Remodel_Year,Roof_Design,Roof_Quality,Exterior1st,Exterior2nd,Brick_Veneer_Type,Brick_Veneer_Area,Exterior_Material,Exterior_Condition,Foundation_Type,Basement_Height,Basement_Condition,Exposure_Level,BsmtFinType1,BsmtFinSF1,BsmtFinType2,Total_Basement_Area,Heating_Type,Heating_Quality,Air_Conditioning,Electrical_System,First_Floor_Area,Second_Floor_Area,Grade_Living_Area,Full_Bathroom_Above_Grade,Half_Bathroom_Above_Grade,Kitchen_Quality,Rooms_Above_Grade,Functional_Rate,Fireplaces,Fireplace_Quality,Garage,Garage_Built_Year,Garage_Finish_Year,Garage_Size,Garage_Quality,Garage_Condition,Pavedd_Drive,Sale_Type,Sale_Condition,Sale_Price
423,RLD,80.0,9200,Paved,Reg,Lvl,AllPub,I,GS,NoRidge,Norm,Norm,1Fam,2Story,8,1998,1998,Gable,SS,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PC,Gd,TA,No,GLQ,986,Unf,1470,GasA,Gd,Y,SBrkr,1470,1160,2630,2,1,Gd,8,TF,1,TA,Attchd,1998.0,Fin,3,TA,TA,Y,WD,Normal,315000
424,RLD,72.0,9000,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,6,1956,1956,Gable,SS,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CB,Gd,TA,No,LwQ,616,Unf,1196,GasA,Gd,Y,FuseA,1196,0,1196,1,0,TA,6,TF,1,Gd,Attchd,1956.0,RFn,1,TA,TA,Y,WD,Normal,139000
425,RMD,60.0,3378,Paved,Reg,HLS,AllPub,I,GS,OldTown,Norm,Norm,1Fam,2Story,7,1946,1992,Gable,SS,HdBoard,HdBoard,None,0.0,TA,Gd,CB,TA,TA,No,Unf,0,Unf,651,GasA,Gd,Y,SBrkr,707,682,1389,1,1,TA,6,TF,2,Gd,Detchd,1947.0,Unf,1,TA,TA,P,WD,Normal,135000
426,RLD,70.04583333333333,12800,Paved,Reg,Low,AllPub,I,MS,SawyerW,Norm,Norm,1Fam,SLvl,7,1989,1989,Gable,SS,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PC,Gd,TA,Gd,GLQ,1518,Unf,1518,GasA,Gd,Y,SBrkr,1644,0,1644,2,0,Gd,5,TF,1,TA,Attchd,1989.0,Fin,2,TA,TA,Y,WD,Normal,275000
427,RLD,77.0,8593,Paved,IR1,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,4,1957,1957,Hip,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,TA,TA,No,Rec,288,Unf,907,GasA,Ex,Y,SBrkr,907,0,907,1,0,TA,5,TF,0,,Detchd,1964.0,Unf,1,TA,TA,Y,WD,Normal,109008
428,RLD,64.0,6762,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,7,2007,2007,Gable,SS,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PC,Gd,TA,No,GLQ,664,Unf,1208,GasA,Ex,Y,SBrkr,1208,0,1208,2,0,Gd,6,TF,0,,Attchd,2007.0,RFn,2,TA,TA,Y,New,Partial,195400
429,RLD,130.0,11457,Paved,IR1,Lvl,AllPub,C,GS,Timber,Norm,Norm,1Fam,1Story,6,1988,1988,Gable,SS,HdBoard,HdBoard,None,0.0,TA,TA,CB,Gd,TA,Mn,GLQ,1005,Unf,1392,GasA,TA,Y,SBrkr,1412,0,1412,2,0,Gd,6,TF,1,TA,Attchd,1988.0,Unf,2,TA,TA,Y,WD,Normal,175000
430,RMD,21.0,1680,Paved,Reg,Lvl,AllPub,I,GS,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,SS,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CB,TA,TA,No,ALQ,387,Unf,483,GasA,TA,Y,SBrkr,483,504,987,1,1,TA,4,TF,0,,Detchd,1971.0,Unf,1,TA,TA,Y,COD,Abnorml,85400
431,RMD,60.0,5586,Paved,IR1,Bnk,AllPub,I,GS,OldTown,Feedr,Norm,1Fam,1.5Fin,6,1920,1998,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,BT,TA,TA,No,Unf,0,Unf,901,GasA,Gd,Y,SBrkr,1088,110,1198,1,0,TA,7,TF,0,,,,,0,,,N,ConLD,Abnorml,79900
432,RMD,24.0,1920,Paved,Reg,Lvl,AllPub,I,GS,BrDale,Norm,Norm,TwnhsE,2Story,5,1971,1971,Gable,SS,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CB,TA,TA,No,ALQ,471,Unf,765,GasA,Ex,Y,SBrkr,765,600,1365,1,1,TA,6,MD1,0,,Detchd,1971.0,Unf,2,TA,TA,Y,WD,Normal,122500
433,RLD,100.0,10839,Paved,IR1,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1998,Gable,SS,VinylSd,VinylSd,None,0.0,TA,TA,PC,Gd,TA,No,Unf,0,Unf,926,GasA,Ex,Y,SBrkr,926,678,1604,2,1,TA,7,TF,1,TA,Attchd,1997.0,Fin,2,TA,TA,Y,WD,Normal,181000
434,RMD,21.0,1890,Paved,Reg,Lvl,AllPub,I,GS,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1972,1972,Gable,SS,CemntBd,CmentBd,None,0.0,TA,Gd,CB,Gd,TA,Av,ALQ,495,Unf,630,GasA,Gd,Y,SBrkr,630,0,630,1,0,TA,3,TF,0,,,,,0,,,Y,WD,Normal,81000
435,RLD,43.0,10667,Paved,IR2,Lvl,AllPub,CulDSac,GS,CollgCr,PosN,Norm,1Fam,2Story,7,1996,1996,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,385,ALQ,799,GasA,Ex,Y,SBrkr,827,834,1661,2,1,Gd,6,TF,1,TA,Attchd,1996.0,RFn,2,TA,TA,Y,ConLw,Normal,212000
436,RMD,40.0,4400,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1.5Fin,6,1920,1950,Gable,SS,Stucco,Stucco,None,0.0,TA,TA,BT,Fa,TA,No,Unf,0,Unf,648,GasA,TA,Y,FuseA,734,384,1118,1,0,TA,6,TF,0,,Detchd,1990.0,Unf,2,TA,TA,Y,WD,Normal,116000
437,RMD,50.0,6000,Paved,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,2004,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PC,TA,TA,No,Unf,0,Unf,884,GasA,Gd,Y,SBrkr,904,0,904,1,0,TA,4,TF,0,,Detchd,1926.0,Unf,1,TA,TA,Y,WD,Normal,119000
438,RLD,40.0,4280,Paved,Reg,Lvl,AllPub,I,GS,Crawfor,Norm,Norm,1Fam,1Story,5,1913,2002,Gable,SS,WdShing,Stucco,None,0.0,TA,TA,PC,TA,TA,No,LwQ,365,Unf,440,GasA,TA,N,SBrkr,694,0,694,1,0,Gd,4,TF,1,Gd,Detchd,1990.0,Unf,1,Gd,TA,P,WD,Normal,90350
439,RLD,67.0,12354,Paved,Reg,Lvl,AllPub,C,GS,Edwards,Norm,Norm,1Fam,1.5Fin,6,1920,2000,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BT,TA,Fa,Mn,Unf,0,Unf,684,GasA,Gd,Y,SBrkr,684,512,1196,1,0,Gd,7,TF,0,,Detchd,2005.0,Unf,2,TA,TA,Y,ConLI,Normal,110000
440,RLD,105.0,15431,Paved,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,10,2008,2008,Hip,SS,VinylSd,VinylSd,Stone,200.0,Ex,TA,PC,Ex,TA,Gd,GLQ,1767,ALQ,3094,GasA,Ex,Y,SBrkr,2402,0,2402,2,0,Ex,10,TF,2,Gd,Attchd,2008.0,Fin,3,TA,TA,Y,WD,Normal,555000
441,RLD,92.0,12108,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,SS,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CB,TA,TA,No,ALQ,133,Unf,1440,GasA,TA,N,FuseF,1440,0,1440,2,0,Fa,8,TF,0,,,,,0,,,Y,WD,Normal,118000
442,RMD,52.0,6240,Paved,Reg,Lvl,AllPub,I,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1992,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,PC,TA,TA,No,Unf,0,Unf,1078,GasA,TA,Y,SBrkr,1128,445,1573,2,0,TA,8,TF,1,Gd,Detchd,1930.0,Unf,2,TA,TA,P,WD,Normal,162900
443,RLD,53.0,3922,Paved,Reg,Lvl,AllPub,I,GS,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2006,2007,Gable,SS,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PC,Ex,TA,Av,Unf,0,Unf,1258,GasA,Ex,Y,SBrkr,1258,0,1258,2,0,Gd,6,TF,1,Gd,Attchd,2007.0,Fin,3,TA,TA,Y,New,Partial,172500
444,RLD,70.0,8750,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,2Story,7,1994,1995,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,Gd,PC,Gd,TA,No,GLQ,642,Unf,915,GasA,Ex,Y,SBrkr,933,975,1908,2,1,Gd,8,TF,1,TA,Attchd,1994.0,Unf,2,TA,TA,Y,WD,Normal,210000
445,RLD,73.0,9855,Paved,Reg,Lvl,AllPub,C,GS,Edwards,Norm,Norm,1Fam,1Story,6,1956,1956,Hip,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CB,TA,TA,No,Unf,0,Unf,1436,GasA,Fa,Y,SBrkr,1689,0,1689,1,0,TA,7,TF,1,Gd,Attchd,1956.0,Unf,2,TA,TA,Y,COD,Normal,127500
446,RLD,137.0,16492,Paved,IR1,Lvl,AllPub,C,GS,NAmes,PosA,Norm,1Fam,1Story,6,1966,2002,Gable,SS,BrkFace,Plywood,None,0.0,Gd,TA,CB,TA,TA,No,ALQ,247,Rec,1517,GasA,Ex,Y,SBrkr,1888,0,1888,2,1,Gd,6,MD,1,Gd,Attchd,1966.0,Fin,2,TA,TA,Y,WD,Normal,190000
447,RLD,70.04583333333333,11214,Paved,IR1,Lvl,AllPub,C,GS,Gilbert,Norm,Norm,1Fam,2Story,7,1998,1999,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,930,GasA,Gd,Y,SBrkr,956,930,1886,2,1,Gd,10,TF,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,WD,Normal,199900
448,RMD,50.0,8600,Paved,Reg,Bnk,AllPub,I,GS,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1937,1950,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,BT,TA,TA,No,Unf,0,Unf,780,GasA,TA,Y,SBrkr,780,596,1376,2,0,TA,7,TF,1,Gd,Detchd,1937.0,Unf,1,TA,TA,N,WD,Normal,119500
449,RMD,50.0,6000,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1.5Fin,3,1948,2002,Gable,SS,MetalSd,MetalSd,None,0.0,TA,Gd,CB,TA,TA,No,ALQ,331,Unf,649,GasA,Ex,Y,SBrkr,679,504,1183,1,1,TA,6,TF,0,,Detchd,1981.0,Unf,1,TA,TA,Y,WD,Normal,120000
450,RMD,70.0,5684,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1Story,6,1930,2005,Hip,SS,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BT,TA,TA,No,Unf,0,Unf,813,GasA,Ex,Y,FuseA,813,0,813,1,0,Gd,5,TF,0,,Detchd,1932.0,Unf,1,Fa,Fa,N,WD,Normal,110000
451,RLD,62.0,70761,Paved,IR1,Low,AllPub,I,MS,ClearCr,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,WSh,Plywood,Plywood,None,0.0,TA,TA,CB,Gd,TA,Gd,ALQ,655,Unf,1533,GasA,TA,Y,SBrkr,1533,0,1533,2,0,Gd,5,TF,2,TA,Attchd,1975.0,Unf,2,TA,TA,Y,WD,Normal,280000
452,RLD,70.04583333333333,9303,Paved,IR1,Lvl,AllPub,C,GS,Timber,Norm,Norm,1Fam,2Story,6,1996,1997,Hip,SS,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PC,Ex,TA,No,ALQ,742,Unf,872,GasA,Ex,Y,SBrkr,888,868,1756,2,1,TA,7,TF,0,,Attchd,1996.0,Fin,2,TA,TA,Y,WD,Normal,204000
453,FVR,75.0,9000,Paved,Reg,Lvl,AllPub,I,GS,Somerst,Norm,Norm,1Fam,2Story,8,2008,2008,Gable,SS,VinylSd,VinylSd,None,0.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,768,GasA,Ex,Y,SBrkr,786,804,1590,2,1,Gd,6,TF,0,,Attchd,2008.0,RFn,2,TA,TA,Y,WD,Normal,210000
454,RLD,63.0,9297,Paved,Reg,Lvl,AllPub,I,GS,Mitchel,Norm,Norm,Duplex,1Story,5,1976,1976,Gable,SS,Plywood,Plywood,None,0.0,TA,TA,CB,TA,TA,No,ALQ,1606,Unf,1728,GasA,TA,Y,SBrkr,1728,0,1728,2,0,TA,8,TF,0,,Detchd,1976.0,Unf,2,TA,TA,Y,WD,Family,188000
455,RLD,80.0,9600,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,1Story,7,1973,1973,Hip,SS,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CB,TA,TA,No,ALQ,916,Unf,1242,GasA,Fa,Y,SBrkr,1242,0,1242,1,1,TA,6,TF,1,TA,Attchd,1973.0,Unf,2,TA,TA,Y,WD,Normal,175500
456,RMD,34.0,4571,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,2Story,5,1916,1950,Gable,SS,AsbShng,AsbShng,None,0.0,TA,TA,BT,TA,TA,No,Unf,0,Unf,624,GasA,Fa,N,SBrkr,624,720,1344,1,0,TA,7,TF,0,,Detchd,1916.0,Unf,3,Fa,Fa,Y,COD,Abnorml,98000
457,RLD,70.04583333333333,53227,Paved,IR1,Low,AllPub,CulDSac,MS,ClearCr,Norm,Norm,1Fam,1Story,4,1954,1994,Flat,TG,Plywood,Plywood,None,0.0,TA,TA,CB,Gd,TA,Gd,BLQ,1116,Unf,1364,GasA,Ex,Y,SBrkr,1663,0,1663,1,0,Gd,6,MD1,2,Gd,Attchd,1954.0,Fin,2,TA,TA,Y,WD,Normal,256000
458,RMD,70.04583333333333,5100,Paved,Reg,Lvl,AllPub,I,GS,OldTown,Norm,Norm,1Fam,2Story,8,1925,1996,Hip,SS,Stucco,Wd Shng,None,0.0,TA,Gd,PC,TA,TA,No,Unf,0,Unf,588,GasA,Fa,Y,SBrkr,833,833,1666,1,0,Gd,7,TF,1,Gd,Detchd,1925.0,Unf,1,TA,TA,Y,WD,Normal,161000
459,RLD,70.04583333333333,7015,Paved,IR1,Bnk,AllPub,C,GS,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1950,1950,Gable,SS,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CB,TA,TA,No,LwQ,185,Unf,709,GasA,TA,Y,SBrkr,979,224,1203,1,0,Gd,5,TF,1,TA,Detchd,1950.0,Unf,1,TA,TA,Y,WD,Normal,110000
460,FVR,75.0,8004,Paved,IR1,Lvl,AllPub,I,GS,Somerst,RRAn,Norm,1Fam,2Story,8,2009,2009,Gable,SS,VinylSd,VinylSd,Stone,110.0,Gd,TA,PC,Gd,TA,No,GLQ,544,Unf,832,GasA,Ex,Y,SBrkr,832,1103,1935,2,1,TA,8,TF,0,,BuiltIn,2009.0,Fin,2,TA,TA,Y,New,Partial,263435
461,RLD,60.0,7200,Paved,Reg,Lvl,AllPub,I,GS,SWISU,Feedr,Norm,1Fam,2Story,7,1936,2007,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PC,Gd,Gd,No,ALQ,350,BLQ,560,GasA,Ex,Y,SBrkr,575,560,1135,1,0,Gd,6,TF,0,,Detchd,1971.0,RFn,2,TA,TA,Y,WD,Normal,155000
462,RLD,60.0,8281,Paved,IR1,Lvl,AllPub,I,GS,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,SS,MetalSd,MetalSd,None,0.0,TA,TA,CB,TA,TA,No,Rec,553,BLQ,864,GasA,Gd,Y,SBrkr,864,0,864,1,0,TA,5,TF,1,Po,Detchd,1965.0,Unf,1,TA,TA,Y,WD,Normal,62383
463,RLD,74.0,11988,Paved,IR1,HLS,AllPub,I,MS,Crawfor,Norm,Norm,1Fam,2Story,6,1934,1995,Hip,SS,Stucco,Stucco,None,0.0,TA,TA,CB,TA,TA,No,LwQ,326,Unf,715,GasA,Fa,Y,FuseA,849,811,1660,1,1,TA,6,TF,1,Gd,Detchd,1939.0,Unf,1,TA,TA,Y,WD,Normal,188700
464,RLD,60.0,8430,Paved,Reg,HLS,AllPub,I,MS,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,SS,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CB,Gd,TA,No,Rec,616,Unf,1040,GasA,TA,Y,SBrkr,1040,0,1040,2,0,TA,5,TF,0,,,,,0,,,Y,WD,Normal,124000
465,RMD,70.04583333333333,3072,Paved,Reg,Lvl,AllPub,I,GS,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2004,2004,Hip,SS,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,1375,GasA,Ex,Y,SBrkr,1414,0,1414,2,0,Gd,6,TF,1,TA,Attchd,2004.0,Fin,2,TA,TA,Y,WD,Normal,178740
466,RLD,85.0,10628,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,7,1970,1970,Flat,TG,Plywood,Plywood,None,0.0,TA,Gd,CB,TA,Gd,Gd,GLQ,778,Unf,1277,GasA,TA,Y,SBrkr,1277,0,1277,1,0,TA,5,TF,1,Po,Attchd,1970.0,Unf,2,TA,TA,Y,WD,Normal,167000
467,RLD,79.0,9480,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Artery,Norm,1Fam,2Story,5,1942,1995,Gable,SS,MetalSd,MetalSd,Stone,224.0,TA,TA,CB,TA,TA,No,LwQ,386,Unf,728,GasA,Ex,Y,SBrkr,888,756,1644,1,1,Gd,7,TF,2,Gd,Attchd,1942.0,Unf,1,TA,TA,Y,WD,Normal,146500
468,RLD,98.0,11428,Paved,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,SS,VinylSd,VinylSd,Stone,248.0,Gd,TA,PC,Gd,TA,No,Unf,0,Unf,1626,GasA,Ex,Y,SBrkr,1634,0,1634,2,0,Gd,7,TF,1,Gd,Attchd,2006.0,RFn,3,TA,TA,Y,WD,Normal,250000
469,RLD,76.0,9291,Paved,IR1,Lvl,AllPub,C,GS,SawyerW,RRNe,Norm,1Fam,2Story,6,1993,1993,Gable,SS,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PC,Gd,TA,No,GLQ,426,Unf,832,GasA,Ex,Y,SBrkr,832,878,1710,2,1,Gd,7,TF,0,,Attchd,1993.0,RFn,2,TA,TA,Y,WD,Normal,187000
470,RLD,70.04583333333333,6820,Paved,IR1,Lvl,AllPub,C,GS,StoneBr,Norm,Norm,TwnhsE,1Story,8,1985,1985,Gable,SS,HdBoard,HdBoard,None,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,368,BLQ,1488,GasA,TA,Y,SBrkr,1502,0,1502,1,1,Gd,4,TF,0,,Attchd,1985.0,RFn,2,TA,TA,Y,WD,Normal,212000
471,RLD,92.0,11952,Paved,Reg,Lvl,AllPub,I,GS,NWAmes,PosA,Norm,1Fam,2Story,7,1977,1977,Mansard,WS,WdShing,Plywood,None,0.0,TA,TA,CB,Gd,TA,No,Unf,0,Unf,808,GasA,TA,Y,SBrkr,1161,808,1969,2,1,TA,8,TF,1,Gd,Attchd,1977.0,RFn,2,TA,TA,Y,WD,Normal,190000
472,RMD,35.0,3675,Paved,Reg,Lvl,AllPub,I,GS,Edwards,Norm,Norm,TwnhsE,SLvl,6,2005,2005,Gable,SS,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PC,Gd,TA,Gd,GLQ,459,Unf,547,GasA,Ex,Y,SBrkr,1072,0,1072,1,0,TA,5,TF,0,,Basment,2005.0,RFn,2,TA,TA,Y,WD,Normal,148000
473,RLD,110.0,14977,Paved,IR1,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,SS,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PC,Ex,TA,Gd,GLQ,1350,Unf,1976,GasA,Ex,Y,SBrkr,1976,0,1976,2,0,Gd,7,TF,1,Ex,Attchd,2006.0,RFn,3,TA,TA,Y,New,Partial,440000
474,RLD,41.0,5330,Paved,Reg,Lvl,AllPub,I,GS,StoneBr,Norm,Norm,TwnhsE,1Story,8,2000,2000,Gable,SS,CemntBd,CmentBd,None,0.0,Gd,TA,PC,Gd,TA,Av,GLQ,1196,Unf,1494,GasA,Ex,Y,SBrkr,1652,0,1652,2,0,Ex,6,TF,0,,Attchd,2000.0,RFn,2,TA,TA,Y,WD,Normal,251000
475,RLD,80.0,8480,Paved,Reg,Lvl,AllPub,C,GS,Sawyer,Norm,Norm,1Fam,1Story,5,1963,1963,Hip,SS,HdBoard,HdBoard,None,0.0,TA,TA,CB,TA,TA,No,GLQ,630,Unf,970,GasA,TA,Y,SBrkr,970,0,970,1,0,TA,5,TF,0,,Detchd,1996.0,Unf,2,TA,TA,Y,WD,Normal,132500
476,RLD,75.0,13125,Paved,Reg,Lvl,AllPub,I,MS,CollgCr,Norm,Norm,1Fam,1Story,6,1997,1998,Gable,SS,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PC,Gd,TA,Gd,GLQ,994,Unf,1478,GasA,Ex,Y,SBrkr,1493,0,1493,2,0,Gd,7,TF,1,TA,Attchd,1997.0,Fin,2,TA,TA,Y,WD,Normal,208900
477,RLD,105.0,13693,Paved,Reg,Lvl,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,2Story,9,2006,2006,Hip,SS,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PC,Gd,TA,Av,Unf,0,Unf,2153,GasA,Ex,Y,SBrkr,2069,574,2643,2,1,Ex,9,TF,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,WD,Normal,380000
478,RLD,79.0,10637,Paved,Reg,Lvl,AllPub,I,GS,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2008,Hip,SS,VinylSd,VinylSd,Stone,336.0,Gd,TA,PC,Ex,TA,Gd,GLQ,1288,Unf,1705,GasA,Ex,Y,SBrkr,1718,0,1718,2,0,Gd,7,TF,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,WD,Normal,297000
479,RMD,50.0,5925,Paved,Reg,Bnk,AllPub,I,GS,OldTown,Norm,Norm,1Fam,1Story,4,1937,2000,Hip,SS,Stucco,Stucco,BrkCmn,435.0,TA,TA,BT,Fa,TA,No,Rec,168,Unf,907,GasA,TA,Y,SBrkr,1131,0,1131,1,0,TA,7,TF,0,,Detchd,1995.0,Unf,2,TA,TA,Y,WD,Alloca,89471
480,RLD,98.0,16033,Paved,IR1,Lvl,AllPub,FR2P,GS,NridgHt,Norm,Norm,1Fam,1Story,9,2004,2005,Hip,SS,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PC,Ex,TA,Gd,GLQ,1261,Unf,1833,GasA,Ex,Y,SBrkr,1850,0,1850,2,0,Gd,8,TF,1,Gd,Attchd,2004.0,Fin,3,TA,TA,Y,WD,Normal,326000
481,RLD,72.0,11846,Paved,IR1,HLS,AllPub,I,GS,NridgHt,Norm,Norm,1Fam,1Story,9,2003,2004,Hip,SS,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PC,Ex,TA,Gd,GLQ,1567,Unf,1792,GasA,Ex,Y,SBrkr,1792,0,1792,2,0,Ex,6,TF,1,Gd,Attchd,2003.0,Fin,3,TA,TA,Y,WD,Normal,374000
482,RMD,50.0,2500,Paved,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,1Fam,2Story,7,1915,2005,Gable,SS,Stucco,Stucco,None,0.0,Gd,TA,PC,TA,TA,No,ALQ,299,Unf,910,GasA,Ex,Y,SBrkr,916,910,1826,1,1,Ex,7,MD2,1,Gd,Attchd,1915.0,Unf,1,Fa,Fa,Y,WD,Normal,155000
483,RMD,32.0,4500,Paved,Reg,Lvl,AllPub,FR2P,GS,Mitchel,Norm,Norm,Twnhs,1Story,6,1998,1998,Hip,SS,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PC,Ex,TA,No,GLQ,897,Unf,1216,GasA,Ex,Y,SBrkr,1216,0,1216,2,0,TA,5,TF,0,,Attchd,1998.0,Unf,2,TA,TA,Y,WD,Normal,164000
484,RLD,70.04583333333333,7758,Paved,IR1,Lvl,AllPub,C,GS,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2001,Gable,SS,HdBoard,Plywood,None,0.0,TA,Gd,CB,TA,TA,No,ALQ,588,Unf,999,GasA,Gd,Y,SBrkr,999,0,999,1,0,Gd,6,TF,0,,Detchd,1963.0,Unf,1,TA,TA,Y,WD,Normal,132500
485,RLD,80.0,9600,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1950,2007,Gable,SS,MetalSd,MetalSd,None,0.0,Gd,TA,CB,TA,TA,No,ALQ,607,Unf,1113,GasA,Gd,Y,SBrkr,1113,0,1113,1,0,Gd,5,TF,1,Gd,Attchd,1950.0,Unf,1,TA,TA,Y,WD,Normal,147000
486,RLD,79.0,10289,Paved,Reg,Lvl,AllPub,I,GS,NAmes,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,SS,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CB,TA,TA,No,ALQ,836,Unf,1073,GasA,TA,Y,SBrkr,1073,0,1073,1,1,TA,6,TF,0,,Attchd,1965.0,RFn,2,TA,TA,Y,WD,Normal,156000
487,RLD,70.0,12243,Paved,IR1,Lvl,AllPub,I,GS,NWAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,SS,Plywood,Plywood,None,0.0,TA,TA,CB,Gd,TA,Av,ALQ,998,Unf,1484,GasA,Gd,Y,SBrkr,1484,0,1484,2,0,TA,7,TF,1,TA,Attchd,1971.0,Unf,2,TA,TA,Y,WD,Normal,175000
488,RLD,60.0,10800,Paved,Reg,Lvl,AllPub,C,GS,OldTown,Norm,Norm,2fmCon,1.5Fin,5,1900,1970,Gable,SS,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CB,TA,Fa,No,BLQ,664,Unf,954,GasA,TA,N,FuseA,1766,648,2414,2,0,TA,10,MD,1,Gd,Attchd,1970.0,Unf,2,TA,Fa,N,ConLD,Normal,160000
